Student ID,Gender,Type of Examinee,Pre-assessment 2025,Anatomy,Physiology,Parasitology,Pharmacology,Pathology,Zootechnics,Microbiology & Public Health,Medicine,Surgery,Post-assessment 2025,Pre-assessment 2025_last,Anatomy_last,Physiology_last,Parasitology_last,Pharmacology_last,Pathology_last,Zootechnics_last,Microbiology & Public Health_last,Medicine_last,Surgery_last,Post-assessment 2025_last,Pre-assessment 2025_best,Anatomy_best,Physiology_best,Parasitology_best,Pharmacology_best,Pathology_best,Zootechnics_best,Microbiology & Public Health_best,Medicine_best,Surgery_best,Post-assessment 2025_best,avg_best_score,max_best_score,avg_first_score,avg_last_score,total_attempts,avg_attempts,avg_improvement,score_std,num_exams,Licensure Exam Result
Student 329,Female,First Taker,26,30,43,,,39,49,,,,,23,59,54,,,35,49,,,,,26,72,54,,,39,49,,,,,48,72,37.4,44,13,2.6,6.6,17.1610023,5,0
Student 330,Female,First Taker,20,43,49,,,,,,,,,58,92,72,,,,,,,,,58,92,72,,,,,,,,,74,92,37.33333333,74,10,3.333333333,36.66666667,17.08800749,3,0
Student 331,Female,Repeater,,46,96,83,86,,71,72,71,90,91,,89,96,83,86,,71,98,94,90,91,,89,96,83,86,,71,98,94,90,91,88.66666667,98,78.44444444,88.66666667,15,1.666666667,10.22222222,8.124038405,9,0
Student 332,Female,Repeater,44,41,,,,,,,,,,44,41,,,,,,,,,,44,41,,,,,,,,,,42.5,44,42.5,42.5,2,1,0,2.121320344,2,0
Student 333,Female,First Taker,57,67,52,36,38,29,44,33,31,41,92,99,90,52,36,89,29,31,33,31,41,92,99,90,52,36,89,29,44,33,31,41,92,57.81818182,99,47.27272727,56.63636364,18,1.636363636,9.363636364,28.32249347,11,0
Student 334,Female,Repeater,45,,45,48,,40,38,,,,,77,,69,48,,40,72,,,,,77,,69,48,,40,75,,,,,61.8,77,43.2,61.2,9,1.8,18,16.75410397,5,0
Student 335,Female,Repeater,48,49,,,,,,,,,,48,49,,,,,,,,,,48,49,,,,,,,,,,48.5,49,48.5,48.5,2,1,0,0.7071067812,2,1
Student 336,Female,Repeater,47,31,53,,,,39,53,,,,47,31,53,,,,39,53,,,,47,31,53,,,,39,53,,,,44.6,53,44.6,44.6,5,1,0,9.5289034,5,0
Student 337,Female,First Taker,59,68,74,73,62,61,80,72,73,77,85,95,91,94,73,62,72,80,72,73,77,85,95,91,94,73,62,72,80,72,73,77,85,79.45454545,95,71.27272727,79.45454545,15,1.363636364,8.181818182,10.59588256,11,1
Student 338,Male,Repeater,44,53,82,,68,57,,73,,69,68,44,53,82,,68,57,,73,,69,68,44,53,82,,68,57,,73,,69,68,64.25,82,64.25,64.25,8,1,0,12.13907504,8,1
Student 339,Female,Repeater,,64,66,56,53,43,,68,72,68,,,58,76,56,77,55,,73,72,68,,,78,95,56,77,55,,73,72,68,,71.75,95,61.25,66.875,21,2.625,5.625,12.82575534,8,0
Student 340,Female,Repeater,53,50,46,49,44,40,64,47,64,60,30,55,50,46,53,50,22,64,26,25,18,30,55,50,46,53,55,40,64,47,64,60,30,51.27272727,64,49.72727273,39.90909091,20,1.818181818,-9.818181818,10.28679648,11,0
Student 341,Male,First Taker,22,61,69,64,67,54,69,69,68,75,68,54,73,81,76,67,58,78,69,81,75,68,54,73,81,76,67,58,78,69,81,75,68,70.90909091,81,62.36363636,70.90909091,18,1.636363636,8.545454545,8.836906081,11,1
Student 342,Male,First Taker,83,,,,,,,,,,,83,,,,,,,,,,,83,,,,,,,,,,,83,83,83,83,2,2,0,0,1,0
Student 343,Female,Repeater,51,57,,,,,,,,,,51,57,,,,,,,,,,51,57,,,,,,,,,,54,57,54,54,2,1,0,4.242640687,2,0
Student 344,Male,First Taker,46,33,51,,47,39,,64,74,73,47,98,98,51,,100,100,,100,99,100,99,98,98,51,,100,100,,100,99,100,99,93.88888889,100,52.66666667,93.88888889,18,2,41.22222222,16.10469221,9,1
Student 345,Female,First Taker,37,51,,,,,,,,,,37,51,,,,,,,,,,37,51,,,,,,,,,,44,51,44,44,2,1,0,9.899494937,2,1
Student 346,Male,Repeater,43,,,52,,,,,,,,43,,,52,,,,,,,,43,,,52,,,,,,,,47.5,52,47.5,47.5,2,1,0,6.363961031,2,1
Student 347,Female,First Taker,35,38,51,62,51,47,63,69,73,,,35,97,51,62,51,47,63,69,73,,,35,97,51,62,51,47,63,69,73,,,60.88888889,97,54.33333333,60.88888889,11,1.222222222,6.555555556,17.96137832,9,0
Student 348,Female,First Taker,50,62,81,,,,81,,,,,50,60,81,,,,81,,,,,50,62,81,,,,81,,,,,68.5,81,68.5,68,5,1.25,-0.5,15.24248449,4,1
Student 349,Female,First Taker,54,73,80,68,,,,,,,,54,73,80,68,,,,,,,,54,73,80,68,,,,,,,,68.75,80,68.75,68.75,4,1,0,10.99621147,4,0
Student 350,Male,First Taker,42,66,,,,,52,,,73,,32,66,,,,,52,,,73,,42,66,,,,,52,,,73,,58.25,73,58.25,55.75,5,1.25,-2.5,13.91342278,4,1
Student 351,Female,First Taker,,,,,,45,,,,,,,,,,,38,,,,,,,,,,,45,,,,,,45,45,45,38,3,3,-7,0,1,1
Student 352,Female,First Taker,48,70,73,62,55,59,86,70,73,66,,91,70,73,62,78,59,86,98,73,80,,91,70,73,62,88,59,86,98,73,80,,78,98,66.2,77,16,1.6,10.8,12.77149604,10,1
Student 353,Female,Repeater,43,54,68,58,62,47,73,68,71,65,71,46,89,68,58,62,47,73,96,97,98,71,46,89,68,58,62,47,73,96,97,98,71,73.18181818,98,61.81818182,73.18181818,16,1.454545455,11.36363636,19.40524765,11,1
Student 354,Female,Repeater,48,50,,,,,,,,,,48,57,,,,,,,,,,48,57,,,,,,,,,,52.5,57,49,52.5,3,1.5,3.5,6.363961031,2,0
Student 355,Male,Repeater,42,76,84,97,67,69,82,98,89,59,90,84,76,84,97,67,69,82,98,89,95,90,84,76,84,97,67,69,82,98,89,95,90,84.63636364,98,77.54545455,84.63636364,17,1.545454545,7.090909091,10.60445875,11,1
Student 356,Male,Repeater,48,48,49,35,39,41,49,49,59,58,,48,48,49,35,39,41,49,49,59,58,,48,48,49,35,39,41,49,49,59,58,,47.5,59,47.5,47.5,10,1,0,7.604823031,10,1
Student 357,Female,First Taker,42,47,54,,,50,,,,,,88,59,54,,,49,,,,,,88,59,54,,,50,,,,,,62.75,88,48.25,62.5,8,2,14.25,17.23127002,4,1
Student 358,Female,Repeater,40,44,71,47,53,,,,69,,,40,58,66,52,53,,,,69,,,40,78,71,52,53,,,,69,,,60.5,78,54,56.33333333,12,2,2.333333333,14.40486029,6,1
Student 359,Male,Repeater,43,37,,29,,,,34,,38,,43,37,,29,,,,39,,38,,43,37,,29,,,,54,,38,,40.2,54,36.2,37.2,8,1.6,1,9.203260292,5,0
Student 360,Female,,52,,,,,,,,,,,52,,,,,,,,,,,52,,,,,,,,,,,52,52,52,52,1,1,0,0,1,0
Student 361,Female,Repeater,50,55,53,50,51,44,59,,,,,50,55,53,50,51,44,59,,,,,50,55,53,50,51,44,59,,,,,51.71428571,59,51.71428571,51.71428571,7,1,0,4.680252333,7,1
Student 362,Female,First Taker,51,70,,,,,,,,,,51,70,,,,,,,,,,51,70,,,,,,,,,,60.5,70,60.5,60.5,2,1,0,13.43502884,2,1
Student 363,,Repeater,42,52,73,65,65,59,69,,68,71,82,63,39,73,65,84,65,69,,68,71,82,63,52,73,65,84,65,69,,68,71,82,69.2,84,64.6,67.9,14,1.4,3.3,9.25922963,10,0
Student 364,Female,Repeater,50,50,56,51,35,,,,,,,50,50,56,51,35,,,,,,,50,50,56,51,35,,,,,,,48.4,56,48.4,48.4,5,1,0,7.893034904,5,1
Student 365,Female,First Taker,44,56,68,51,49,47,59,71,76,74,,44,56,73,60,49,47,59,71,76,74,,44,56,73,60,49,47,59,71,76,74,,60.9,76,59.5,60.9,12,1.2,1.4,12.00416594,10,1
Student 366,Female,First Taker,43,54,66,61,55,,,76,,,66,43,54,66,61,55,,,76,,,66,43,54,66,61,55,,,76,,,66,60.14285714,76,60.14285714,60.14285714,7,1,0,10.63686313,7,1
Student 367,Female,First Taker,56,50,70,56,70,48,82,71,77,76,,100,98,100,94,97,91,99,100,77,98,,100,98,100,94,97,91,99,100,77,98,,95.4,100,65.6,95.4,22,2.2,29.8,7.089898918,10,1
Student 368,Male,First Taker,52,62,80,71,56,55,69,81,80,74,73,52,62,80,15,5,7,69,81,80,74,73,52,62,80,71,56,55,69,81,80,74,73,68.45454545,81,68.45454545,54.36363636,14,1.272727273,-14.09090909,10.63356607,11,1
Student 369,Female,First Taker,48,37,43,,,,,,,,44,48,37,50,,,,,,,,44,48,37,50,,,,,,,,44,44.75,50,43,44.75,5,1.25,1.75,5.737304826,4,1
Student 370,Female,First Taker,45,44,55,52,50,58,62,70,71,62,,45,95,80,52,50,66,62,70,71,62,,45,95,80,52,50,66,62,70,71,62,,65.3,95,56.9,65.3,13,1.3,8.4,14.90003729,10,1
Student 371,Female,Repeater,48,,,,,,,,,,,48,,,,,,,,,,,48,,,,,,,,,,,48,48,48,48,1,1,0,0,1,1
Student 372,Female,Repeater,52,65,,59,55,,73,72,78,83,,63,65,,59,55,,73,72,78,83,,63,65,,59,55,,73,72,78,83,,68.5,83,67.125,68.5,9,1.125,1.375,9.621404709,8,1
Student 373,Female,First Taker,51,68,81,69,59,,,,,,,51,74,78,69,59,,,,,,,51,74,81,69,59,,,,,,,66.8,81,65.6,66.2,7,1.4,0.6,11.92476415,5,1
Student 374,Female,First Taker,52,58,78,78,64,69,85,82,81,85,76,52,83,78,78,64,69,85,82,81,85,76,52,83,78,78,64,69,85,82,81,85,76,75.72727273,85,73.45454545,75.72727273,12,1.090909091,2.272727273,10.2380751,11,1
Student 375,Female,First Taker,41,52,21,23,29,23,26,63,73,25,27,20,73,76,20,28,19,26,26,20,25,27,53,100,98,100,100,99,26,63,73,25,27,69.45454545,100,36.63636364,32.72727273,40,3.636363636,-3.909090909,32.37086232,11,0
Student 376,Female,Repeater,47,56,,,,,,,,,,47,56,,,,,,,,,,47,56,,,,,,,,,,51.5,56,51.5,51.5,2,1,0,6.363961031,2,1
Student 377,Female,First Taker,44,65,74,,70,,79,,,,,44,65,74,,70,,79,,,,,44,65,74,,70,,79,,,,,66.4,79,66.4,66.4,5,1,0,13.53883304,5,0
Student 378,Male,First Taker,31,47,61,,50,44,60,,65,,,31,41,61,,50,44,60,,65,,,31,47,61,,50,44,60,,65,,,51.14285714,65,51.14285714,50.28571429,8,1.142857143,-0.8571428571,11.8522652,7,0
Student 379,Male,Repeater,66,47,39,89,89,,,,,,,96,47,99,89,89,,,,,,,100,47,99,89,89,,,,,,,84.8,100,66,84,11,2.2,18,21.77613372,5,0
Student 380,Male,Repeater,44,52,64,,,,72,,,61,,99,52,64,,,,72,,,61,,99,52,64,,,,72,,,61,,69.6,99,58.6,69.6,8,1.6,11,17.9248431,5,1
Student 381,Female,Repeater,36,42,,,,,,,,,,36,80,,,,,,,,,,36,80,,,,,,,,,,58,80,39,58,3,1.5,19,31.11269837,2,0
Student 382,Female,First Taker,49,69,61,48,62,51,55,53,65,70,,29,89,61,48,62,51,55,53,65,70,,49,89,61,48,62,51,55,53,65,70,,60.3,89,58.3,58.3,12,1.2,0,12.42801495,10,1
Student 383,Female,Repeater,57,43,67,48,56,43,72,57,69,68,62,57,54,72,88,66,56,79,78,84,68,62,57,54,72,88,66,56,100,78,84,68,62,71.36363636,100,58.36363636,69.45454545,27,2.454545455,11.09090909,14.73955717,11,1
Student 384,Female,Repeater,38,56,62,44,51,46,80,57,,,,60,87,62,47,51,46,80,57,,,,61,87,62,47,51,46,80,57,,,,61.375,87,54.25,61.25,13,1.625,7,14.9946419,8,1
Student 385,Female,Repeater,42,,,,,,,,,,,42,,,,,,,,,,,42,,,,,,,,,,,42,42,42,42,1,1,0,0,1,0
Student 386,Female,Repeater,39,52,57,43,58,42,63,65,66,,70,80,58,64,52,54,32,63,65,66,,70,80,58,64,52,58,42,63,65,66,,70,61.8,80,55.5,60.4,16,1.6,4.9,10.27186016,10,0
Student 387,Female,First Taker,46,60,73,75,60,57,71,72,74,63,,80,89,73,75,60,57,71,72,74,63,,99,89,73,75,60,57,71,72,74,63,,73.3,99,65.1,71.4,14,1.4,6.3,12.76322843,10,1
Student 388,Female,First Taker,36,,,40,,,,,,,,36,,,40,,,,,,,,36,,,40,,,,,,,,38,40,38,38,2,1,0,2.828427125,2,0
Student 389,Female,Repeater,67,81,89,83,71,72,83,89,84,85,93,99,81,89,83,100,98,83,89,84,85,93,99,81,89,83,100,99,83,89,84,85,93,89.54545455,100,81.54545455,89.45454545,19,1.727272727,7.909090909,7.146518542,11,1
Student 390,Female,Repeater,40,,,,,,,,,,,98,,,,,,,,,,,98,,,,,,,,,,,98,98,40,98,2,2,58,0,1,1
Student 391,Female,First Taker,47,57,83,57,77,65,75,69,73,,,75,95,83,57,77,92,100,98,73,,,75,100,83,57,77,92,100,98,73,,,83.88888889,100,67,83.33333333,17,1.888888889,16.33333333,14.80240221,9,1
Student 392,Female,Repeater,40,55,59,62,,48,56,56,68,63,,40,55,59,62,,48,60,56,68,63,,40,55,59,62,,48,60,56,68,63,,56.77777778,68,56.33333333,56.77777778,10,1.111111111,0.4444444444,8.437680039,9,1
Student 393,Female,Repeater,47,,,,,,,,,,,47,,,,,,,,,,,47,,,,,,,,,,,47,47,47,47,1,1,0,0,1,1
Student 394,Female,First Taker,46,55,67,57,49,45,63,73,72,62,70,90,55,67,57,49,45,74,74,81,62,70,90,55,67,57,49,45,74,74,81,62,70,65.81818182,90,59.90909091,65.81818182,15,1.363636364,5.909090909,13.76094606,11,1
Student 395,Female,First Taker,36,,55,,,,,,,,,36,,55,,,,,,,,,36,,55,,,,,,,,,45.5,55,45.5,45.5,2,1,0,13.43502884,2,1
Student 396,Female,Repeater,72,75,87,71,72,,,,,,,72,75,87,71,72,,,,,,,72,75,87,71,72,,,,,,,75.4,87,75.4,75.4,5,1,0,6.655824517,5,0
Student 397,Female,First Taker,35,55,95,85,73,77,84,59,51,,78,100,90,95,85,76,77,84,59,51,,78,100,90,95,85,76,77,84,59,51,,78,79.5,100,69.2,79.5,14,1.4,10.3,15.18222645,10,1
Student 398,Male,Repeater,41,64,72,63,59,67,80,70,72,68,75,41,64,72,82,59,67,80,70,72,68,75,41,64,72,82,59,67,80,70,72,68,75,68.18181818,82,66.45454545,68.18181818,12,1.090909091,1.727272727,11.18765553,11,1
Student 399,Male,First Taker,38,66,,,,,,75,,,,48,89,,,,,,75,,,,48,89,,,,,,75,,,,70.66666667,89,59.66666667,70.66666667,5,1.666666667,11,20.84066538,3,1
Student 400,Male,First Taker,33,38,53,,,,,,,,,98,38,53,,,,,,,,,98,38,53,,,,,,,,,63,98,41.33333333,63,4,1.333333333,21.66666667,31.22498999,3,0
Student 401,Male,Repeater,60,32,73,33,62,,,,,,,74,79,82,33,41,,,,,,,88,79,82,33,62,,,,,,,68.8,88,52,61.8,13,2.6,9.8,22.21936093,5,1
Student 402,Male,First Taker,,,76,,,,86,,,,,,,76,,,,86,,,,,,,76,,,,86,,,,,81,86,81,81,2,1,0,7.071067812,2,1
Student 403,Female,First Taker,38,44,33,,,26,85,,,,,38,57,33,,,33,42,,,,,38,57,33,,,33,85,,,,,49.2,85,45.2,40.6,8,1.6,-4.6,22.32039426,5,1
Student 404,Female,First Taker,67,88,,,87,,,,,,,67,88,,,87,,,,,,,67,88,,,87,,,,,,,80.66666667,88,80.66666667,80.66666667,3,1,0,11.8462371,3,0
Student 405,Female,Repeater,63,70,77,72,26,55,,60,73,71,77,99,76,77,72,26,55,,69,73,83,77,99,76,77,72,26,55,,69,73,89,77,71.3,99,64.4,70.7,16,1.6,6.3,19.70363757,10,1
Student 406,Female,Repeater,20,,,,,,,,,,46,31,,,,,,,,,,46,31,,,,,,,,,,46,38.5,46,33,38.5,3,1.5,5.5,10.60660172,2,1
Student 407,Female,Repeater,55,75,74,61,60,71,74,82,72,75,63,55,75,74,61,60,71,74,82,72,75,63,55,75,74,61,60,71,74,82,72,75,63,69.27272727,82,69.27272727,69.27272727,11,1,0,8.247313612,11,0
Student 408,Female,First Taker,49,53,77,55,58,50,63,67,72,71,66,49,53,77,55,58,50,63,67,72,71,25,49,53,77,55,58,50,63,67,72,71,66,61.90909091,77,61.90909091,58.18181818,12,1.090909091,-3.727272727,9.523177468,11,1
Student 409,Female,First Taker,60,56,54,66,42,35,67,47,57,,,81,88,54,66,42,35,67,47,57,,,81,88,54,66,42,35,67,47,57,,,59.66666667,88,53.77777778,59.66666667,14,1.555555556,5.888888889,17.57839583,9,1
Student 410,Female,Repeater,53,65,70,79,50,47,87,73,77,70,,36,65,70,79,50,47,87,73,77,70,,53,65,70,79,50,47,87,73,77,70,,67.1,87,67.1,65.4,11,1.1,-1.7,13.27863782,10,1
Student 411,Female,First Taker,,70,79,86,80,60,66,91,74,65,71,,76,79,86,80,60,66,91,74,65,71,,76,79,86,80,60,66,91,74,65,71,74.8,91,74.2,74.8,12,1.2,0.6,9.670114328,10,0
Student 412,Female,Repeater,,,,46,,,,,,,,,,,46,,,,,,,,,,,46,,,,,,,,46,46,46,46,1,1,0,0,1,0
Student 413,Female,Repeater,61,61,,,,,,,,,,61,61,,,,,,,,,,61,61,,,,,,,,,,61,61,61,61,2,1,0,0,2,0
Student 414,Female,Repeater,50,52,53,60,55,60,,61,,,,50,52,77,70,91,89,,86,,,,50,52,77,70,91,89,,86,,,,73.57142857,91,55.85714286,73.57142857,15,2.142857143,17.71428571,17.03777316,7,0
Student 415,Female,,96,50,56,59,51,46,84,60,65,67,42,96,81,91,93,51,95,84,97,65,97,95,96,96,91,93,51,95,84,97,65,97,95,87.27272727,97,61.45454545,85.90909091,19,1.727272727,24.45454545,15.26493308,11,1
Student 416,Female,Repeater,37,,,,,,,,,,,37,,,,,,,,,,,37,,,,,,,,,,,37,37,37,37,1,1,0,0,1,1
Student 417,,First Taker,35,58,63,32,,,,,,,,48,58,63,32,,,,,,,,48,58,63,32,,,,,,,,50.25,63,47,50.25,5,1.25,3.25,13.67174702,4,1
Student 418,,First Taker,,39,65,,,,,,,,,,91,65,,,,,,,,,,91,65,,,,,,,,,78,91,52,78,7,3.5,26,18.38477631,2,0
Student 419,Female,Repeater,43,,,,,,,45,,,,43,,,,,,,45,,,,43,,,,,,,45,,,,44,45,44,44,2,1,0,1.414213562,2,1
Student 420,Male,First Taker,50,,,,,,,,,,,50,,,,,,,,,,,50,,,,,,,,,,,50,50,50,50,1,1,0,0,1,0
Student 421,Female,Repeater,60,52,52,44,49,55,57,,,,,60,91,89,86,82,94,93,,,,,60,91,89,86,82,94,93,,,,,85,94,52.71428571,85,16,2.285714286,32.28571429,11.77568116,7,1
Student 422,Male,Repeater,51,47,,,61,,,,,,,51,88,,,91,,,,,,,51,88,,,91,,,,,,,76.66666667,91,53,76.66666667,5,1.666666667,23.66666667,22.27853975,3,1
Student 423,Male,First Taker,42,,,,,,,,,,,42,,,,,,,,,,,42,,,,,,,,,,,42,42,42,42,1,1,0,0,1,0
Student 424,Male,First Taker,36,37,45,32,45,41,40,49,31,,29,33,37,45,32,45,41,40,49,31,,29,36,37,45,32,45,41,40,49,31,,29,38.5,49,38.5,38.2,11,1.1,-0.3,6.670832032,10,0
Student 425,Female,Repeater,37,41,70,48,75,59,55,84,,,,50,99,80,49,36,59,99,84,,,,92,99,80,49,93,59,99,84,,,,81.875,99,58.625,69.5,22,2.75,10.875,18.61211203,8,0
Student 426,Female,Repeater,31,28,,,,,,,,,,31,28,,,,,,,,,,31,28,,,,,,,,,,29.5,31,29.5,29.5,2,1,0,2.121320344,2,0
Student 427,Female,First Taker,68,74,71,68,55,61,86,70,81,67,93,72,76,94,82,64,74,91,84,84,73,93,72,76,94,82,64,74,94,84,84,73,93,80.90909091,94,72.18181818,80.63636364,25,2.272727273,8.454545455,10.04444668,11,1
Student 428,Female,Repeater,,,,77,,,,,,,,,,,87,,,,,,,,,,,87,,,,,,,,87,87,77,87,2,2,10,0,1,1
Student 429,Female,First Taker,29,74,81,66,75,60,73,82,86,74,84,73,74,81,66,75,60,73,82,86,74,84,73,74,81,66,75,60,73,82,86,74,84,75.27272727,86,71.27272727,75.27272727,14,1.272727273,4,7.760037488,11,1
Student 430,Female,First Taker,30,36,64,82,53,57,,,,,56,30,36,64,82,93,57,,,,,56,30,36,64,82,93,57,,,,,56,59.71428571,93,54,59.71428571,8,1.142857143,5.714285714,22.69151299,7,1
Student 431,Female,First Taker,40,49,,,53,49,54,54,63,67,,40,95,,,89,49,68,54,63,67,,40,95,,,89,49,68,54,63,67,,65.625,95,53.625,65.625,12,1.5,12,18.86748904,8,1
Student 432,Female,First Taker,54,68,88,66,71,71,87,81,78,80,94,94,89,94,97,85,93,93,100,84,85,94,94,89,94,97,85,93,93,100,84,85,94,91.63636364,100,76.18181818,91.63636364,27,2.454545455,15.45454545,5.220588612,11,1
Student 433,Female,Repeater,48,32,,,,,,,,,,48,32,,,,,,,,,,48,32,,,,,,,,,,40,48,40,40,2,1,0,11.3137085,2,0
Student 434,Female,Repeater,47,47,96,89,91,88,95,99,97,56,,82,48,96,89,91,88,95,99,97,56,,82,90,96,89,91,88,95,99,97,56,,88.3,99,80.5,84.1,14,1.4,3.6,12.41907136,10,1
Student 435,Female,First Taker,36,42,23,22,30,32,24,31,31,37,,48,98,98,100,100,100,100,100,100,100,,48,98,98,100,100,100,100,100,100,100,,94.4,100,30.8,94.4,23,2.3,63.6,16.3244874,10,1
Student 436,Female,Repeater,55,61,55,60,56,43,69,63,67,73,79,91,68,71,82,65,56,85,73,72,74,79,98,93,92,92,91,87,100,97,99,99,79,93.36363636,100,61.90909091,74.18181818,35,3.181818182,12.27272727,6.313045656,11,1
Student 437,,First Taker,53,51,62,,,,70,67,67,69,,53,51,67,,,,70,67,67,69,,53,51,67,,,,70,67,67,69,,63.42857143,70,62.71428571,63.42857143,10,1.428571429,0.7142857143,7.913219801,7,1
Student 438,Female,First Taker,42,46,67,52,41,,63,,,48,56,42,56,72,79,90,,63,,,54,94,42,56,73,79,90,,63,,,63,94,70,94,51.875,68.75,21,2.625,16.875,17.50102038,8,0
Student 439,Female,Repeater,46,55,46,55,41,39,,63,56,55,,46,55,46,55,41,39,,63,56,55,,46,55,46,55,41,39,,63,56,55,,50.66666667,63,50.66666667,50.66666667,9,1,0,7.984359711,9,0
Student 440,Female,First Taker,54,77,72,72,67,43,83,64,68,70,,54,77,72,72,67,43,83,64,68,70,,54,77,72,72,67,43,83,64,68,70,,67,83,67,67,10,1,0,11.40175425,10,1
Student 441,Female,First Taker,52,55,70,61,55,53,74,69,78,71,,52,55,70,61,58,53,74,69,85,71,,52,55,70,61,58,53,74,69,85,71,,64.8,85,63.8,64.8,12,1.2,1,10.72691319,10,1
Student 442,Female,First Taker,55,75,92,76,57,89,73,68,74,85,89,98,75,92,76,57,89,73,68,74,85,89,98,75,92,76,57,89,73,68,74,85,89,79.63636364,98,75.72727273,79.63636364,12,1.090909091,3.909090909,12.05215937,11,1
