Student ID,Gender,Type of Examinee,Pre-assessment 2025,Anatomy,Physiology,Parasitology,Pharmacology,Pathology,Zootechnics,Microbiology & Public Health,Medicine,Surgery,Post-assessment 2025,Pre-assessment 2025_last,Anatomy_last,Physiology_last,Parasitology_last,Pharmacology_last,Pathology_last,Zootechnics_last,Microbiology & Public Health_last,Medicine_last,Surgery_last,Post-assessment 2025_last,Pre-assessment 2025_best,Anatomy_best,Physiology_best,Parasitology_best,Pharmacology_best,Pathology_best,Zootechnics_best,Microbiology & Public Health_best,Medicine_best,Surgery_best,Post-assessment 2025_best,avg_best_score,max_best_score,avg_first_score,avg_last_score,total_attempts,avg_attempts,avg_improvement,score_std,num_exams,Licensure Exam Result
Student 443,Female,First Taker,49,49,55,,52,45,71,,,,,49,96,55,,47,45,71,,,,,49,96,55,,52,45,71,,,,,61.33333333,96,53.5,60.5,9,1.5,7,19.19027532,6,1
Student 444,Female,First Taker,53,58,65,71,47,60,77,,,,,53,90,78,71,47,60,77,,,,,53,90,78,71,47,60,77,,,,,68,90,61.57142857,68,11,1.571428571,6.428571429,15.29705854,7,1
Student 445,Female,Repeater,38,62,72,,58,,62,,,,,97,90,97,,58,,62,,,,,97,90,97,,58,,62,,,,,80.8,97,58.4,80.8,10,2,22.4,19.2535711,5,1
Student 446,Female,First Taker,50,75,80,,,63,,,,,,50,78,80,,,63,,,,,,50,78,80,,,63,,,,,,67.75,80,67,67.75,5,1.25,0.75,14.05643388,4,1
Student 447,Male,First Taker,38,39,46,38,40,37,51,49,65,58,,44,67,59,56,73,47,64,51,75,60,,44,67,59,56,98,47,64,51,75,60,,62.1,98,46.1,59.6,30,3,13.5,15.68049036,10,0
Student 448,Male,Repeater,,,,,,,,74,62,,,,,,,,,,74,78,,,,,,,,,,74,78,,,76,78,68,76,3,1.5,8,2.828427125,2,1
Student 449,Female,Repeater,43,,,,,,,,,,,43,,,,,,,,,,,43,,,,,,,,,,,43,43,43,43,1,1,0,0,1,1
Student 450,Male,First Taker,49,52,64,55,65,66,66,72,74,72,75,99,80,64,55,65,66,66,72,74,73,75,99,80,64,55,65,66,66,72,74,73,75,71.72727273,99,64.54545455,71.72727273,14,1.272727273,7.181818182,11.314512,11,1
Student 451,Female,Repeater,49,41,47,41,,,38,,63,53,,48,41,47,41,,,38,,63,53,,49,41,47,41,,,38,,63,53,,47.42857143,63,47.42857143,47.28571429,8,1.142857143,-0.1428571429,8.638231741,7,0
Student 452,Female,First Taker,59,77,80,59,71,74,75,,,,,59,77,80,59,71,74,75,,,,,59,77,80,59,71,74,75,,,,,70.71428571,80,70.71428571,70.71428571,7,1,0,8.459989868,7,0
Student 453,Male,Repeater,39,46,65,40,42,39,75,,,,65,97,75,90,60,76,55,75,,,,65,97,85,94,60,76,90,75,,,,65,80.25,97,51.375,74.125,21,2.625,22.75,13.49867718,8,1
Student 454,Female,First Taker,45,57,,47,,,,,,,,45,57,,47,,,,,,,,45,57,,47,,,,,,,,49.66666667,57,49.66666667,49.66666667,3,1,0,6.429100507,3,0
Student 455,Female,Repeater,39,,,,,,,,,,,39,,,,,,,,,,,39,,,,,,,,,,,39,39,39,39,1,1,0,0,1,0
Student 456,Female,First Taker,67,69,84,67,62,68,,74,66,,78,59,72,84,77,62,68,,93,81,,78,67,72,84,77,62,68,,93,81,,78,75.77777778,93,70.55555556,74.88888889,14,1.555555556,4.333333333,9.614803401,9,1
Student 457,Male,Repeater,59,67,77,61,56,62,,,,,,59,67,89,70,56,62,,,,,,59,67,89,70,56,62,,,,,,67.16666667,89,63.66666667,67.16666667,8,1.333333333,3.5,11.85608142,6,1
Student 458,Female,First Taker,41,70,85,78,70,60,87,78,79,84,,41,76,85,79,70,73,88,78,79,84,,41,76,85,79,70,73,88,78,79,84,,75.3,88,73.2,75.3,15,1.5,2.1,13.23337531,10,1
Student 459,Female,First Taker,63,66,72,78,69,64,74,80,78,78,79,63,79,86,78,59,64,89,80,78,78,79,63,79,86,78,69,64,89,80,78,78,79,76.63636364,89,72.81818182,75.72727273,15,1.363636364,2.909090909,8.20088687,11,1
Student 460,Female,Repeater,41,59,,,,,47,,,,,41,59,,,,,47,,,,,41,59,,,,,47,,,,,49,59,49,49,3,1,0,9.16515139,3,1
Student 461,Female,First Taker,49,58,74,64,53,53,71,70,73,73,66,75,57,74,87,53,53,71,70,73,73,66,75,87,74,87,53,53,71,70,73,73,66,71.09090909,87,64,68.36363636,17,1.545454545,4.363636364,11.0404216,11,1
Student 462,Female,Repeater,75,75,91,33,28,22,29,34,32,48,16,75,77,91,33,28,22,29,34,32,48,16,75,77,91,33,28,22,29,34,32,48,16,44.09090909,91,43.90909091,44.09090909,12,1.090909091,0.1818181818,25.27629144,11,0
Student 463,Female,First Taker,36,51,55,52,65,,51,,,72,68,36,51,55,52,65,,51,,,72,68,36,51,55,52,65,,51,,,72,68,56.25,72,56.25,56.25,8,1,0,11.63430887,8,1
Student 464,Female,First Taker,73,56,,,,,40,,70,,,73,56,,,,,40,,70,,,73,56,,,,,40,,70,,,59.75,73,59.75,59.75,4,1,0,15.10794493,4,1
Student 465,Female,Repeater,45,58,77,53,55,60,77,63,66,71,64,98,91,77,62,68,60,77,63,66,71,66,98,91,77,62,68,60,77,63,66,71,66,72.63636364,98,62.63636364,72.63636364,16,1.454545455,10,12.23333746,11,1
Student 466,Female,Repeater,41,57,52,53,53,45,48,56,66,,,85,100,100,77,33,45,48,56,66,,,100,100,100,77,53,45,48,56,66,,,71.66666667,100,52.33333333,67.77777778,38,4.222222222,15.44444444,23.27552362,9,0
Student 467,Female,First Taker,51,52,65,57,64,52,70,72,65,67,68,61,52,65,57,64,52,70,72,65,67,68,64,52,65,57,64,52,70,72,65,67,68,63.27272727,72,62.09090909,63,13,1.181818182,0.9090909091,6.768912898,11,1
Student 468,Male,,39,38,61,,,46,65,,,,,39,88,61,,,46,65,,,,,39,88,61,,,46,65,,,,,59.8,88,49.8,59.8,6,1.2,10,19.01841213,5,1
Student 469,Male,First Taker,45,56,70,62,63,47,66,73,69,74,58,68,56,70,62,63,47,66,73,69,74,58,68,56,70,62,63,47,66,73,69,74,58,64.18181818,74,62.09090909,64.18181818,13,1.181818182,2.090909091,8.097137541,11,1
Student 470,Female,First Taker,47,52,59,67,54,51,84,69,78,77,,47,65,72,67,54,51,84,69,78,77,,47,88,72,67,54,51,84,69,78,77,,68.7,88,63.8,66.4,13,1.3,2.6,14.04793381,10,1
Student 471,Female,First Taker,,61,38,29,,,,,,,,,29,38,29,,,,,,,,,61,38,29,,,,,,,,42.66666667,61,42.66666667,32,5,1.666666667,-10.66666667,16.50252506,3,1
Student 472,Female,First Taker,51,57,,,,,,,,,,51,90,,,,,,,,,,51,90,,,,,,,,,,70.5,90,54,70.5,3,1.5,16.5,27.57716447,2,1
Student 473,Female,First Taker,55,85,81,74,46,45,58,67,72,72,87,99,69,81,74,46,45,90,67,72,72,87,99,85,81,74,46,45,90,67,72,72,87,74.36363636,99,67.45454545,72.90909091,15,1.363636364,5.454545455,17.0309878,11,1
Student 474,Female,First Taker,47,68,98,89,,,,88,,,,57,68,98,89,,,,83,,,,57,68,98,89,,,,88,,,,80,98,78,79,7,1.4,1,16.89674525,5,0
Student 475,Female,First Taker,35,48,59,47,46,45,47,44,59,,48,35,71,71,47,46,44,47,44,59,,48,35,71,77,47,46,45,47,44,59,,48,51.9,77,47.8,51.2,15,1.5,3.4,13.07627198,10,1
Student 476,Female,Repeater,35,,,,,,,,,,,35,,,,,,,,,,,35,,,,,,,,,,,35,35,35,35,1,1,0,0,1,0
Student 477,Male,First Taker,35,52,,,,,,,,,,35,52,,,,,,,,,,35,52,,,,,,,,,,43.5,52,43.5,43.5,2,1,0,12.02081528,2,0
Student 478,Male,First Taker,44,57,60,49,56,43,41,62,57,67,59,83,54,77,50,60,60,41,62,57,71,59,83,57,77,50,60,60,41,62,57,71,59,61.54545455,83,54.09090909,61.27272727,23,2.090909091,7.181818182,11.81832168,11,1
Student 479,Female,First Taker,,,,,,43,48,55,36,,,,,,,,43,48,32,36,,,,,,,,43,48,55,36,,,45.5,55,45.5,39.75,5,1.25,-5.75,8.020806277,4,1
Student 480,Female,Repeater,36,48,60,49,45,49,,59,66,56,,49,89,60,49,45,51,,59,83,56,,49,89,60,49,45,51,,59,83,56,,60.11111111,89,52,60.11111111,14,1.555555556,8.111111111,15.55188449,9,1
Student 481,Female,First Taker,49,67,57,52,44,45,50,57,,56,,49,93,57,52,44,45,50,57,,56,,49,93,57,52,44,45,50,57,,56,,55.88888889,93,53,55.88888889,11,1.222222222,2.888888889,14.73469074,9,1
Student 482,Female,First Taker,59,54,92,79,67,70,86,76,70,76,74,100,54,92,79,71,70,86,76,100,76,74,100,54,92,79,71,70,86,76,100,76,74,79.81818182,100,73,79.81818182,15,1.363636364,6.818181818,13.80447885,11,1
Student 483,Female,Repeater,50,41,,,,,,,71,63,44,50,41,,,,,,,71,63,44,50,41,,,,,,,71,63,44,53.8,71,53.8,53.8,5,1,0,12.79453008,5,1
Student 484,Female,First Taker,75,76,88,,,79,78,,,,,75,76,81,,,79,78,,,,,75,76,88,,,79,78,,,,,79.2,88,79.2,77.8,7,1.4,-1.4,5.167204273,5,1
Student 485,Female,,42,45,50,,41,,,,,59,,42,83,50,,41,,,,,59,,42,83,50,,41,,,,,59,,55,83,47.4,55,7,1.4,7.6,17.24818831,5,0
Student 486,Female,First Taker,39,40,53,,,50,72,,,,,39,80,78,,,50,72,,,,,39,80,94,,,50,72,,,,,67,94,50.8,63.8,10,2,13,22.3383079,5,0
Student 487,Male,First Taker,66,49,,,,,,,,,,72,58,,,,,,,,,,72,58,,,,,,,,,,65,72,57.5,65,4,2,7.5,9.899494937,2,1
Student 488,Female,Repeater,,65,68,71,61,61,77,85,83,82,,,65,68,71,62,61,77,85,78,73,,,65,68,71,62,61,77,85,83,82,,72.66666667,85,72.55555556,71.11111111,12,1.333333333,-1.444444444,9.340770846,9,1
Student 489,Female,First Taker,45,43,68,64,68,54,,73,,71,,83,43,68,64,68,54,,73,,71,,83,43,68,64,68,54,,73,,71,,65.5,83,60.75,65.5,9,1.125,4.75,12.22409798,8,1
Student 490,Male,Repeater,43,37,57,,52,40,72,53,,90,,67,63,57,,52,40,72,53,,94,,67,68,57,,52,40,72,53,,96,,63.125,96,55.5,62.25,18,2.25,6.75,16.8898744,8,1
Student 491,Female,Repeater,,63,80,72,59,61,81,85,76,70,69,,63,80,72,59,61,81,85,76,70,84,,63,80,72,59,61,81,85,76,70,84,73.1,85,71.6,73.1,11,1.1,1.5,9.64307466,10,0
Student 492,Female,Repeater,49,55,61,57,,,62,58,70,60,51,87,75,62,57,,,62,77,70,60,51,87,75,62,57,,,62,77,70,60,51,66.77777778,87,58.11111111,66.77777778,15,1.666666667,8.666666667,11.33333333,9,1
Student 493,Male,First Taker,52,62,,,,50,79,74,,,85,52,62,,,,50,85,74,,,85,52,62,,,,50,85,74,,,85,68,85,67,68,7,1.166666667,1,15.68438714,6,1
Student 494,Female,Repeater,50,56,67,64,64,47,71,,,,,50,100,95,64,98,47,71,,,,,50,100,95,64,98,47,71,,,,,75,100,59.85714286,75,11,1.571428571,15.14285714,22.73030283,7,1
Student 495,Female,First Taker,33,39,50,48,46,44,48,50,62,59,57,58,88,65,68,52,58,76,70,77,74,82,58,99,90,68,52,58,76,70,77,74,82,73.09090909,99,48.72727273,69.81818182,50,4.545454545,21.09090909,14.13120338,11,1
Student 496,Female,Repeater,39,57,87,72,80,71,80,83,,71,79,39,57,87,72,80,71,80,83,,71,79,39,57,87,72,80,71,80,83,,71,79,71.9,87,71.9,71.9,10,1,0,14.29413244,10,0
Student 497,Female,First Taker,68,71,73,52,70,51,69,,,,,68,71,73,52,70,51,69,,,,,68,71,73,52,70,51,69,,,,,64.85714286,73,64.85714286,64.85714286,7,1,0,9.263343015,7,1
Student 498,Male,Repeater,30,39,65,47,37,23,71,57,53,58,63,81,92,79,52,37,60,86,98,53,58,100,93,92,96,52,37,92,86,98,53,58,100,77.90909091,100,49.36363636,72.36363636,32,2.909090909,23,22.95846051,11,1
Student 499,Male,First Taker,58,71,,,,61,82,,,,,58,71,,,,61,82,,,,,58,71,,,,61,82,,,,,68,82,68,68,4,1,0,10.86278049,4,0
Student 500,Female,First Taker,43,52,54,54,43,46,49,60,63,66,,43,59,69,60,53,39,94,60,79,66,,43,89,69,60,53,46,94,60,79,66,,65.9,94,53,62.2,19,1.9,9.2,17.19463741,10,1
Student 501,Male,First Taker,70,61,62,65,65,58,76,75,75,73,,70,61,62,65,99,58,76,75,75,73,,70,61,62,65,99,58,76,75,75,73,,71.4,99,68,71.4,12,1.2,3.4,11.69235268,10,1
Student 502,Male,First Taker,42,56,73,,,67,76,70,76,72,,42,59,73,,,66,82,70,76,72,,42,59,73,,,67,85,70,76,72,,68,85,66.5,67.5,13,1.625,1,12.85079208,8,1
Student 503,Male,Repeater,,54,,,,,,,,,,,92,,,,,,,,,,,92,,,,,,,,,,92,92,54,92,2,2,38,0,1,1
Student 504,Male,First Taker,83,,93,,,,,,,,,83,,89,,,,,,,,,83,,93,,,,,,,,,88,93,88,86,3,1.5,-2,7.071067812,2,1
Student 505,Male,Repeater,,,76,55,64,46,,,,,62,,,82,55,69,56,,,,,62,,,92,55,69,56,,,,,62,66.8,92,60.6,64.8,10,2,4.2,15.15585695,5,1
Student 506,Male,First Taker,55,51,69,51,61,58,75,70,79,75,,55,51,69,51,61,58,75,70,79,75,,55,51,69,51,61,58,75,70,79,75,,64.4,79,64.4,64.4,10,1,0,10.49020707,10,1
Student 507,Male,First Taker,48,84,,,,,85,,,,,48,84,,,,,85,,,,,48,84,,,,,85,,,,,72.33333333,85,72.33333333,72.33333333,3,1,0,21.07921567,3,1
Student 508,Female,First Taker,,27,,,,,,26,,,,,27,,,,,,26,,,,,27,,,,,,26,,,,26.5,27,26.5,26.5,2,1,0,0.7071067812,2,1
Student 509,Male,First Taker,23,69,82,57,,,,,,,,52,69,82,57,,,,,,,,52,69,82,57,,,,,,,,65,82,57.75,65,5,1.25,7.25,13.39153962,4,1
Student 510,Female,First Taker,45,59,68,54,45,46,63,64,66,64,,96,54,68,54,45,46,63,95,66,64,,96,59,68,54,45,46,63,95,66,64,,65.6,96,57.4,65.1,13,1.3,7.7,17.60807895,10,1
Student 511,Female,Repeater,36,54,78,,,,,,,,,36,69,78,,,,,,,,,36,69,78,,,,,,,,,61,78,56,61,4,1.333333333,5,22.11334439,3,0
Student 512,Female,First Taker,26,,49,65,,,,,,,,26,,49,65,,,,,,,,26,,49,65,,,,,,,,46.66666667,65,46.66666667,46.66666667,3,1,0,19.60442127,3,0
Student 513,Female,First Taker,48,52,,,,,,,70,,,48,52,,,,,,,70,,,48,52,,,,,,,70,,,56.66666667,70,56.66666667,56.66666667,3,1,0,11.71893055,3,1
Student 514,Female,Repeater,50,56,57,53,47,35,45,64,71,58,53,45,56,57,53,47,35,57,64,71,57,53,50,56,57,53,47,35,57,64,71,58,53,54.63636364,71,53.54545455,54.09090909,14,1.272727273,0.5454545455,9.222502125,11,1
Student 515,Female,First Taker,68,76,82,81,66,52,93,97,91,91,89,68,95,88,93,87,94,98,91,98,88,89,68,95,88,93,95,99,98,97,98,91,89,91.90909091,99,80.54545455,89.90909091,28,2.545454545,9.363636364,8.757334588,11,1
Student 516,Female,First Taker,52,61,72,60,64,61,86,71,73,81,,52,61,72,60,64,61,86,71,73,81,,52,61,72,60,64,61,86,71,73,81,,68.1,86,68.1,68.1,10,1,0,10.41846651,10,1
Student 517,Female,First Taker,44,58,64,63,60,76,72,67,67,,61,44,58,64,63,60,76,72,67,67,,61,44,58,64,63,60,76,72,67,67,,61,63.2,76,63.2,63.2,10,1,0,8.702490065,10,1
Student 518,Female,Repeater,45,46,47,46,36,35,79,62,,68,57,51,72,78,74,64,47,79,72,,68,93,51,72,78,74,64,47,79,72,,68,93,69.8,93,52.1,69.8,20,2,17.7,13.44784163,10,0
Student 519,Female,First Taker,61,64,,,,,,,,,,61,64,,,,,,,,,,61,64,,,,,,,,,,62.5,64,62.5,62.5,2,1,0,2.121320344,2,1
Student 520,Female,First Taker,45,54,67,63,,66,66,70,76,,,45,75,78,63,,66,66,70,76,,,45,75,78,63,,66,66,70,76,,,67.375,78,63.375,67.375,10,1.25,4,10.52802383,8,1
Student 521,Male,First Taker,65,80,96,87,68,70,81,84,83,85,,65,70,62,87,46,50,81,77,83,85,,65,80,96,87,68,70,81,84,83,85,,79.9,96,79.9,70.6,22,2.2,-9.3,9.573690801,10,1
Student 522,Male,Repeater,24,49,54,28,39,35,50,50,56,40,22,94,90,54,28,39,35,50,50,56,42,22,94,90,54,28,39,35,50,50,56,42,22,50.90909091,94,40.63636364,50.90909091,15,1.363636364,10.27272727,22.92795039,11,0
Student 523,Female,First Taker,45,47,43,29,36,38,26,34,40,24,,45,47,43,29,36,38,26,34,40,24,,45,47,43,29,36,38,26,34,40,24,,36.2,47,36.2,36.2,10,1,0,7.941452428,10,0
Student 524,Female,Repeater,32,51,6,42,42,,63,56,60,60,54,96,47,66,26,47,,63,56,60,60,54,96,51,93,42,47,,63,56,60,60,54,62.2,96,46.6,57.5,17,1.7,10.9,18.17079464,10,1
Student 525,Female,Repeater,89,94,97,,,,,,,,,89,94,99,,,,,,,,,89,94,99,,,,,,,,,94,99,93.33333333,94,5,1.666666667,0.6666666667,5,3,0
Student 526,Female,Repeater,35,57,54,62,58,45,50,60,69,71,75,35,100,83,78,52,45,50,56,69,97,75,35,100,96,78,58,45,50,60,69,97,75,69.36363636,100,57.81818182,67.27272727,22,2,9.454545455,22.10100779,11,1
Student 527,Female,First Taker,57,53,71,,83,94,49,62,65,72,57,57,82,55,,59,49,71,80,81,72,57,57,82,71,,83,94,71,80,81,72,57,74.8,94,66.3,66.3,21,2.1,0,11.65999809,10,1
Student 528,Female,First Taker,58,64,69,58,57,,,,,,,58,71,69,58,77,,,,,,,58,71,69,58,77,,,,,,,66.6,77,61.2,66.6,7,1.4,5.4,8.384509527,5,1
Student 529,Female,First Taker,54,67,71,62,56,51,85,76,84,77,,54,67,71,62,63,62,85,76,84,77,,54,67,71,62,63,62,85,76,84,77,,70.1,85,68.3,70.1,12,1.2,1.8,10.2680735,10,1
Student 530,Female,Repeater,35,36,57,,42,48,40,49,58,55,43,35,94,57,,85,80,89,93,62,55,47,35,94,57,,85,80,91,93,62,55,47,69.9,94,46.3,69.7,25,2.5,23.4,21.29919143,10,1
Student 531,Female,First Taker,48,66,76,56,61,51,63,73,83,73,,48,66,76,56,61,51,63,73,83,73,,48,66,76,56,61,51,63,73,83,73,,65,83,65,65,10,1,0,11.35292424,10,1
Student 532,Female,Repeater,43,49,66,56,,,,,,56,,43,49,66,56,,,,,,56,,43,49,66,56,,,,,,56,,54,66,54,54,5,1,0,8.631338251,5,1
Student 533,Female,First Taker,63,74,83,69,72,62,78,78,83,76,76,63,74,83,69,98,62,78,78,83,76,76,63,74,83,69,98,62,78,78,83,76,76,76.36363636,98,74,76.36363636,12,1.090909091,2.363636364,10.03267389,11,1
Student 534,Female,First Taker,60,67,82,72,68,58,75,86,89,78,,60,82,82,72,68,58,75,86,89,78,,60,82,82,72,68,58,75,86,89,78,,75,89,73.5,75,11,1.1,1.5,10.51982256,10,1
Student 535,Male,First Taker,72,67,88,81,72,61,77,78,86,80,86,99,64,80,81,79,76,77,86,72,80,85,99,91,92,81,79,76,77,86,91,80,86,85.27272727,99,77.09090909,79.90909091,25,2.272727273,2.818181818,7.34970624,11,1
Student 536,Female,First Taker,,72,84,69,68,59,84,77,81,77,,,91,84,69,68,59,84,77,81,77,,,91,84,69,68,59,84,77,81,77,,76.66666667,91,74.55555556,76.66666667,10,1.111111111,2.111111111,9.861541462,9,1
Student 537,Male,First Taker,44,41,55,48,35,48,55,64,71,60,,44,92,72,81,49,73,68,68,93,60,,44,94,83,81,76,73,75,68,93,60,,74.7,94,52.1,70,28,2.8,17.9,14.9966663,10,1
Student 538,Male,Repeater,,55,11,,,22,18,,,,,,91,87,,,22,94,,,,,,91,87,,,22,94,,,,,73.5,94,26.5,73.5,8,2,47,34.45286635,4,1
Student 539,Male,First Taker,44,50,79,59,55,56,65,75,72,72,,91,80,90,72,86,56,65,75,72,72,,95,84,90,72,86,56,65,75,72,72,,76.7,95,62.7,75.9,20,2,13.2,11.9540788,10,1
Student 540,Male,First Taker,55,52,65,53,56,64,70,69,77,77,76,92,70,67,53,54,65,70,69,77,81,76,92,70,67,53,56,65,70,69,77,81,76,70.54545455,92,64.90909091,70.36363636,19,1.727272727,5.454545455,10.98511389,11,1
Student 541,Male,First Taker,82,80,93,85,71,68,87,93,83,88,92,82,88,92,85,81,68,87,93,83,88,92,82,88,93,85,81,68,87,93,83,88,92,85.45454545,93,83.81818182,85.36363636,14,1.272727273,1.545454545,7.174449615,11,1
Student 542,Female,Repeater,42,44,68,,40,,,,,,,42,56,68,,40,,,,,,,42,56,68,,40,,,,,,,51.5,68,48.5,51.5,6,1.5,3,13.10216267,4,1
Student 543,Female,First Taker,55,77,92,70,70,74,75,82,81,86,,55,77,92,70,70,74,75,82,81,86,,55,77,92,70,70,74,75,82,81,86,,76.2,92,76.2,76.2,10,1,0,10.19585973,10,1
Student 544,Female,First Taker,54,70,78,77,73,54,62,73,85,80,,54,73,78,91,82,74,62,86,85,80,,54,73,78,91,82,74,62,86,85,80,,76.5,91,70.6,76.5,16,1.6,5.9,11.31616346,10,1
Student 545,Male,First Taker,59,75,89,76,69,69,79,86,,,85,59,75,89,80,97,77,79,86,,,85,59,75,89,80,97,77,79,86,,,85,80.77777778,97,76.33333333,80.77777778,13,1.444444444,4.444444444,10.61576396,9,1
Student 546,Female,First Taker,54,64,69,88,55,54,86,84,84,72,84,54,64,69,88,55,54,37,84,84,72,84,54,64,69,88,55,54,86,84,84,72,84,72.18181818,88,72.18181818,67.72727273,12,1.090909091,-4.454545455,13.76094606,11,1
Student 547,Female,Repeater,37,,,,,,,,,,,37,,,,,,,,,,,37,,,,,,,,,,,37,37,37,37,1,1,0,0,1,1
Student 548,Male,First Taker,40,46,46,,,,,,,,,74,46,46,,,,,,,,,74,46,46,,,,,,,,,55.33333333,74,44,55.33333333,4,1.333333333,11.33333333,16.16580754,3,0
Student 549,Female,First Taker,33,44,43,,43,40,52,,,,48,45,47,49,,43,41,66,,,,48,45,60,49,,43,42,66,,,,48,50.42857143,66,43.28571429,48.42857143,17,2.428571429,5.142857143,9.107819769,7,1
Student 550,Female,First Taker,54,68,72,67,56,48,84,82,81,76,81,100,68,72,67,72,65,84,82,81,76,81,100,68,72,67,72,65,84,82,81,76,81,77.09090909,100,69.90909091,77.09090909,14,1.272727273,7.181818182,10.0543975,11,1
Student 551,Female,First Taker,45,45,,,,,,,,,,45,45,,,,,,,,,,45,45,,,,,,,,,,45,45,45,45,2,1,0,0,2,1
Student 552,Male,First Taker,61,,,74,83,,,86,88,,,61,,,82,32,,,31,88,,,61,,,82,83,,,86,88,,,80,88,78.4,58.8,11,2.2,-19.6,10.88577053,5,1